,lat,lon
289,59.2569322,18.0767061
290,59.2568776,18.10754
291,59.2566585,18.0950651
292,59.2540321,18.083013
293,59.253623,18.0864125
294,59.2535874,17.9942164
295,59.2461002,18.0861823
296,59.2355021,18.1019577
297,59.2244858,18.2016582
298,59.2229237,18.2009639
299,59.2060064,17.9023097
300,59.2025036,17.6324355
301,59.2020588,17.7667548
302,59.1972065,17.6233418
303,59.1937761,17.6420573
304,59.1927705,18.1862121
305,59.1909942,17.8222282
306,59.1886402,17.6435677
307,59.1876452,17.9130422
308,59.1805139,18.1812049
309,59.1796948,18.180647
310,59.1220305,18.1057354
311,58.7690185,16.9805675
312,58.7547866,16.9985629
